tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,support_calls,churn
3,57.87,314.67,Two year,Electronic check,Fiber optic,6,0
24,50.84,1283.56,Two year,Bank transfer,Fiber optic,0,0
1,39.75,0.0,Month-to-month,Credit card,Fiber optic,0,1
69,128.28,8957.21,Month-to-month,Mailed check,Fiber optic,1,1
53,90.49,4925.96,Month-to-month,Credit card,Fiber optic,1,0
17,61.65,909.66,Month-to-month,Bank transfer,No,3,0
14,101.23,1328.41,Month-to-month,Mailed check,No,1,1
7,87.19,209.78,Month-to-month,Bank transfer,No,2,0
34,119.15,3854.89,Month-to-month,Mailed check,DSL,5,0
55,31.3,1588.09,Month-to-month,Electronic check,No,0,0
42,63.37,2674.72,One year,Credit card,Fiber optic,5,0
64,58.44,3569.8,One year,Mailed check,Fiber optic,0,0
25,20.66,424.03,Two year,Bank transfer,Fiber optic,2,1
20,96.51,1709.6,Month-to-month,Bank transfer,No,2,0
34,63.24,2180.96,Month-to-month,Electronic check,Fiber optic,3,1
14,88.49,1315.5,Two year,Bank transfer,Fiber optic,1,1
71,128.99,9231.02,One year,Mailed check,Fiber optic,4,0
13,61.17,797.42,One year,Bank transfer,Fiber optic,1,1
34,59.47,1744.63,Month-to-month,Mailed check,Fiber optic,0,1
38,72.97,2661.14,Month-to-month,Credit card,DSL,4,0
4,94.68,305.41,Two year,Electronic check,DSL,0,1
34,55.83,1825.7,One year,Electronic check,Fiber optic,0,0
33,54.23,1802.95,One year,Mailed check,Fiber optic,2,0
18,96.43,1992.33,Month-to-month,Electronic check,Fiber optic,2,0
9,79.47,861.37,Month-to-month,Electronic check,Fiber optic,1,1
3,18.88,0.0,Month-to-month,Bank transfer,Fiber optic,2,0
0,39.37,122.11,One year,Credit card,Fiber optic,0,0
35,107.53,3878.84,Month-to-month,Bank transfer,DSL,2,0
6,80.05,335.2,Month-to-month,Mailed check,Fiber optic,2,0
70,50.95,3718.95,Month-to-month,Credit card,No,0,0
17,65.74,1088.71,Two year,Mailed check,Fiber optic,2,1
47,70.33,3051.76,Month-to-month,Electronic check,No,2,0
49,88.39,4413.21,Month-to-month,Credit card,No,1,0
36,36.04,1336.62,One year,Bank transfer,DSL,0,0
64,48.98,3093.5,Two year,Mailed check,Fiber optic,3,0
8,76.82,607.85,One year,Bank transfer,Fiber optic,3,1
17,67.5,1018.13,Two year,Bank transfer,Fiber optic,1,0
18,84.3,1627.16,Month-to-month,Electronic check,DSL,0,1
9,39.26,345.54,Two year,Electronic check,DSL,1,0
21,78.93,1687.45,Two year,Bank transfer,DSL,0,0
22,97.29,2204.66,Month-to-month,Electronic check,Fiber optic,1,1
55,82.17,4311.55,One year,Bank transfer,DSL,3,0
22,73.48,1455.54,Month-to-month,Mailed check,Fiber optic,2,0
63,67.6,3861.19,Month-to-month,Electronic check,Fiber optic,2,0
56,49.13,2852.86,Month-to-month,Bank transfer,Fiber optic,0,1
65,68.2,4214.8,Month-to-month,Mailed check,No,3,0
7,101.49,734.31,Two year,Mailed check,Fiber optic,0,0
71,67.02,4825.5,Month-to-month,Electronic check,DSL,2,1
44,47.75,2209.64,One year,Bank transfer,No,2,0
71,57.69,3879.54,Month-to-month,Credit card,No,1,0
25,75.02,1863.8,Month-to-month,Bank transfer,Fiber optic,1,0
69,60.66,4486.34,Month-to-month,Electronic check,Fiber optic,1,0
42,82.13,3758.15,Month-to-month,Credit card,DSL,3,1
5,83.07,593.07,One year,Electronic check,Fiber optic,1,0
29,92.22,2735.26,Two year,Mailed check,DSL,3,0
10,105.59,874.97,Month-to-month,Electronic check,Fiber optic,1,1
68,94.9,6582.31,Two year,Credit card,DSL,0,0
22,46.64,997.72,One year,Electronic check,Fiber optic,0,0
16,47.41,859.48,One year,Bank transfer,DSL,2,1
40,68.11,2610.32,Month-to-month,Electronic check,DSL,1,0
31,58.72,1789.21,Month-to-month,Electronic check,DSL,1,0
7,41.54,320.34,Two year,Bank transfer,Fiber optic,2,1
59,58.96,3522.83,One year,Credit card,DSL,2,1
61,58.14,3635.24,Month-to-month,Electronic check,Fiber optic,3,0
54,53.2,2768.75,Two year,Electronic check,DSL,1,0
45,62.11,2552.95,Month-to-month,Mailed check,Fiber optic,1,0
29,99.46,3176.84,One year,Credit card,DSL,2,0
39,74.98,3372.32,Month-to-month,Electronic check,No,2,0
38,130.0,5020.54,Two year,Electronic check,DSL,3,0
12,74.26,652.83,Month-to-month,Mailed check,DSL,3,1
5,62.75,174.57,Month-to-month,Mailed check,DSL,2,1
18,70.1,1353.5,One year,Electronic check,DSL,2,0
33,76.41,2763.01,Month-to-month,Bank transfer,Fiber optic,1,0
11,80.88,671.37,Two year,Bank transfer,DSL,1,1
7,121.92,831.04,One year,Electronic check,No,2,0
62,48.87,3065.02,Month-to-month,Bank transfer,Fiber optic,3,0
27,91.48,2625.48,Month-to-month,Electronic check,DSL,2,0
42,75.19,3096.29,Two year,Bank transfer,Fiber optic,2,0
38,30.72,885.97,One year,Mailed check,DSL,1,0
53,89.27,4842.99,Two year,Electronic check,DSL,1,0
54,101.69,5693.76,Month-to-month,Electronic check,DSL,1,0
21,48.57,1005.12,Two year,Credit card,DSL,1,0
61,69.78,4329.32,Month-to-month,Bank transfer,DSL,1,0
27,26.87,639.98,One year,Bank transfer,No,1,0
60,38.53,2159.55,Month-to-month,Electronic check,Fiber optic,1,0
29,96.2,2974.58,Month-to-month,Electronic check,No,1,0
8,58.34,536.47,Two year,Electronic check,DSL,3,1
55,42.28,2413.66,Two year,Mailed check,No,0,0
2,75.74,421.85,Month-to-month,Mailed check,Fiber optic,0,0
56,56.94,2998.75,Two year,Credit card,DSL,1,0
3,58.23,75.32,Month-to-month,Credit card,Fiber optic,1,1
15,88.48,1355.68,Month-to-month,Mailed check,DSL,5,0
44,40.96,1700.52,Month-to-month,Mailed check,Fiber optic,2,0
68,47.37,3361.84,Month-to-month,Mailed check,Fiber optic,0,1
29,73.85,2107.98,Month-to-month,Bank transfer,Fiber optic,2,0
8,94.24,575.23,Month-to-month,Bank transfer,Fiber optic,0,1
17,100.95,1728.06,Month-to-month,Bank transfer,DSL,1,0
65,53.37,3499.94,One year,Electronic check,DSL,2,0
53,93.43,5120.27,Two year,Mailed check,No,1,0
7,50.4,423.54,One year,Credit card,DSL,1,0
28,115.66,3321.35,Month-to-month,Mailed check,DSL,2,0
19,41.66,849.11,One year,Electronic check,DSL,1,0
12,103.21,1204.66,Month-to-month,Electronic check,No,1,1
61,53.59,3139.94,One year,Electronic check,Fiber optic,2,0
45,120.33,5466.89,One year,Credit card,Fiber optic,1,1
13,84.78,1042.22,Month-to-month,Electronic check,No,0,1
47,44.6,2400.35,Month-to-month,Bank transfer,DSL,2,0
30,56.94,1949.91,Two year,Mailed check,No,1,1
4,89.53,472.03,Two year,Electronic check,DSL,2,1
32,96.32,3150.24,One year,Credit card,Fiber optic,3,0
13,68.23,871.18,Two year,Bank transfer,DSL,1,0
17,71.12,981.98,Two year,Credit card,No,0,0
64,88.96,5654.45,Month-to-month,Credit card,No,2,0
51,73.29,3756.3,One year,Credit card,Fiber optic,4,1
9,37.66,380.26,Month-to-month,Bank transfer,DSL,1,0
62,49.68,3164.41,Month-to-month,Bank transfer,DSL,1,0
41,75.88,3276.84,Month-to-month,Bank transfer,Fiber optic,1,0
63,100.39,6199.8,Two year,Mailed check,DSL,2,0
54,110.4,5838.62,One year,Electronic check,DSL,0,0
24,89.49,2408.87,Month-to-month,Mailed check,Fiber optic,1,0
39,77.18,3148.89,Month-to-month,Mailed check,Fiber optic,1,0
38,88.72,3301.03,Month-to-month,Electronic check,No,3,0
52,53.33,2753.93,One year,Credit card,Fiber optic,4,0
18,66.17,1172.56,Two year,Credit card,DSL,2,0
24,49.4,1191.2,Month-to-month,Mailed check,Fiber optic,0,0
17,38.78,744.37,Month-to-month,Mailed check,DSL,0,0
21,78.34,2101.41,One year,Credit card,Fiber optic,1,0
11,74.64,855.17,Month-to-month,Mailed check,Fiber optic,2,0
2,87.19,293.65,Month-to-month,Bank transfer,DSL,0,1
68,83.65,5384.82,Month-to-month,Bank transfer,DSL,0,0
5,76.07,293.05,Month-to-month,Mailed check,No,2,0
64,83.92,5591.77,Month-to-month,Credit card,Fiber optic,2,0
0,68.93,72.42,Two year,Electronic check,Fiber optic,2,1
56,80.32,3708.01,Month-to-month,Electronic check,Fiber optic,1,0
23,51.85,1313.79,Month-to-month,Bank transfer,Fiber optic,2,0
37,79.24,3277.25,One year,Bank transfer,DSL,0,0
20,86.71,1374.95,Two year,Credit card,Fiber optic,2,0
35,53.26,2137.52,Month-to-month,Bank transfer,No,0,1
32,71.3,1782.51,Month-to-month,Electronic check,DSL,1,0
38,54.41,2236.42,One year,Credit card,DSL,1,0
28,56.84,1589.89,Month-to-month,Mailed check,Fiber optic,1,1
39,41.88,1210.2,One year,Electronic check,Fiber optic,1,0
60,101.64,6178.97,Month-to-month,Bank transfer,Fiber optic,2,0
31,96.64,3203.06,Month-to-month,Electronic check,Fiber optic,1,0
26,83.44,2234.83,Month-to-month,Mailed check,Fiber optic,0,0
9,119.3,1179.01,One year,Mailed check,Fiber optic,2,0
26,65.27,1622.89,Month-to-month,Electronic check,DSL,1,0
9,130.0,834.95,Month-to-month,Credit card,DSL,2,0
13,64.31,960.59,Month-to-month,Bank transfer,Fiber optic,2,0
69,76.38,5585.16,One year,Credit card,No,1,0
6,60.06,563.66,Month-to-month,Mailed check,Fiber optic,0,0
35,79.31,2417.97,One year,Bank transfer,DSL,2,0
60,90.89,5180.74,One year,Credit card,No,1,0
69,67.15,4481.22,Month-to-month,Electronic check,Fiber optic,1,1
10,114.42,857.44,Two year,Credit card,Fiber optic,1,1
11,75.98,843.72,Two year,Electronic check,DSL,3,1
27,76.76,2143.39,Month-to-month,Credit card,Fiber optic,3,0
40,47.28,1633.56,Month-to-month,Bank transfer,Fiber optic,0,0
70,80.46,5772.26,Month-to-month,Bank transfer,Fiber optic,4,0
15,66.65,1107.94,Month-to-month,Electronic check,DSL,2,0
12,54.79,558.86,Month-to-month,Bank transfer,Fiber optic,2,0
18,50.59,879.53,Two year,Bank transfer,DSL,1,1
63,130.0,7839.04,Two year,Credit card,No,2,0
2,63.41,67.02,Month-to-month,Credit card,DSL,0,0
27,33.58,907.86,Month-to-month,Mailed check,Fiber optic,1,0
8,52.54,450.73,Month-to-month,Mailed check,Fiber optic,0,0
11,68.71,824.02,Month-to-month,Mailed check,DSL,1,0
66,83.67,5565.96,Month-to-month,Mailed check,Fiber optic,4,0
0,83.87,0.0,Two year,Electronic check,DSL,1,0
23,86.92,2050.57,Two year,Electronic check,Fiber optic,0,0
66,53.88,3736.35,Month-to-month,Credit card,No,1,0
44,78.51,3437.29,One year,Mailed check,Fiber optic,1,1
5,48.1,297.66,One year,Mailed check,No,1,0
33,54.51,1765.28,Two year,Bank transfer,DSL,0,1
70,47.06,3177.59,Month-to-month,Bank transfer,Fiber optic,1,0
29,40.29,1262.54,Month-to-month,Mailed check,No,1,0
38,96.61,3571.06,One year,Credit card,No,3,0
38,87.22,3383.69,Month-to-month,Electronic check,DSL,3,1
48,94.42,4537.08,One year,Mailed check,Fiber optic,0,0
13,70.98,868.07,Month-to-month,Electronic check,No,0,1
61,89.42,5395.57,One year,Bank transfer,Fiber optic,1,0
72,25.97,1778.22,Two year,Electronic check,Fiber optic,1,0
10,91.58,619.53,Month-to-month,Credit card,DSL,1,0
59,74.43,4460.17,Month-to-month,Bank transfer,DSL,1,0
59,85.68,5096.67,One year,Electronic check,Fiber optic,2,0
54,79.5,4445.97,Month-to-month,Bank transfer,Fiber optic,4,1
27,45.32,1128.08,One year,Mailed check,DSL,4,0
34,32.55,1447.84,One year,Bank transfer,DSL,0,0
61,52.2,3115.76,Month-to-month,Electronic check,Fiber optic,4,0
11,84.12,767.83,Two year,Bank transfer,Fiber optic,1,0
60,87.25,5056.27,Month-to-month,Electronic check,Fiber optic,0,0
67,35.8,2086.59,One year,Electronic check,Fiber optic,2,0
49,45.47,2504.03,Month-to-month,Bank transfer,DSL,2,0
24,51.92,1492.85,Month-to-month,Bank transfer,No,3,0
40,61.07,2550.83,Month-to-month,Mailed check,Fiber optic,1,0
3,35.95,0.0,Two year,Electronic check,DSL,0,0
68,34.45,2668.54,Two year,Mailed check,Fiber optic,2,0
24,49.45,1123.59,Two year,Credit card,Fiber optic,2,0
4,72.16,240.2,Month-to-month,Bank transfer,Fiber optic,0,0
57,40.49,2566.36,Month-to-month,Electronic check,Fiber optic,2,0
48,67.1,3339.64,One year,Credit card,Fiber optic,1,0
45,96.46,4737.07,One year,Mailed check,Fiber optic,2,0
3,37.46,157.14,Month-to-month,Bank transfer,DSL,1,0
54,64.84,3429.83,Two year,Electronic check,DSL,3,0
46,95.62,4288.35,Month-to-month,Mailed check,DSL,1,0
57,59.54,3061.51,Month-to-month,Credit card,Fiber optic,0,0
60,55.66,3289.35,Two year,Mailed check,Fiber optic,0,0
15,99.09,1692.34,Month-to-month,Electronic check,Fiber optic,0,1
15,62.34,1042.96,Month-to-month,Electronic check,DSL,1,1
67,97.61,6543.68,Month-to-month,Credit card,Fiber optic,2,1
38,80.72,2888.43,Two year,Credit card,DSL,0,1
31,61.43,1945.13,Month-to-month,Electronic check,Fiber optic,1,1
20,81.99,1822.15,One year,Credit card,Fiber optic,0,0
46,78.01,3666.05,Month-to-month,Credit card,DSL,3,0
55,95.52,5283.73,Month-to-month,Mailed check,DSL,1,0
0,56.29,0.0,Month-to-month,Bank transfer,Fiber optic,1,0
40,71.03,2997.3,Month-to-month,Mailed check,Fiber optic,1,1
72,68.46,4365.53,Month-to-month,Electronic check,DSL,1,0
20,87.6,1820.99,Month-to-month,Bank transfer,No,2,0
20,44.37,1350.07,One year,Electronic check,No,2,0
64,95.42,5835.66,One year,Mailed check,Fiber optic,1,1
4,81.66,283.19,One year,Mailed check,DSL,1,0
29,37.08,1073.81,Two year,Electronic check,Fiber optic,2,0
33,100.21,3223.55,Month-to-month,Credit card,DSL,2,0
58,125.85,7485.98,Month-to-month,Bank transfer,No,2,0
9,95.05,940.45,Month-to-month,Credit card,Fiber optic,2,0
31,105.67,3303.33,One year,Bank transfer,DSL,3,0
11,72.13,936.99,Month-to-month,Electronic check,DSL,1,1
57,28.46,1625.37,Month-to-month,Mailed check,Fiber optic,0,0
46,23.9,1671.64,Month-to-month,Mailed check,No,2,0
36,76.38,2776.82,Month-to-month,Credit card,Fiber optic,1,1
28,55.2,1580.77,Two year,Electronic check,Fiber optic,3,0
11,47.14,210.61,One year,Bank transfer,Fiber optic,1,0
67,68.43,4487.08,Month-to-month,Electronic check,Fiber optic,1,0
47,85.39,4219.84,One year,Credit card,Fiber optic,2,1
23,33.68,534.28,One year,Bank transfer,Fiber optic,0,0
30,58.78,1374.98,Month-to-month,Mailed check,Fiber optic,2,0
53,107.75,5716.4,Month-to-month,Mailed check,No,1,1
52,43.12,2488.86,One year,Mailed check,DSL,2,0
33,91.74,3035.18,Month-to-month,Electronic check,Fiber optic,1,0
22,57.88,1212.9,Month-to-month,Bank transfer,DSL,1,0
48,83.64,3680.42,Month-to-month,Credit card,Fiber optic,1,0
48,97.43,4758.2,One year,Electronic check,Fiber optic,1,1
43,88.53,3925.91,Two year,Bank transfer,DSL,1,0
5,92.73,142.93,One year,Bank transfer,Fiber optic,2,1
34,41.21,1605.36,Month-to-month,Credit card,DSL,2,1
44,97.84,4442.85,Month-to-month,Credit card,No,4,0
69,48.68,3562.92,One year,Electronic check,Fiber optic,2,0
38,76.49,3011.6,Two year,Electronic check,Fiber optic,0,0
25,76.46,2029.07,Two year,Credit card,Fiber optic,0,1
40,82.13,3378.85,Two year,Electronic check,DSL,0,0
12,78.42,1097.41,Month-to-month,Bank transfer,No,2,0
6,48.9,0.0,One year,Credit card,Fiber optic,3,1
49,36.25,1506.22,Two year,Bank transfer,DSL,1,0
71,91.81,6385.94,One year,Electronic check,No,1,0
61,74.65,4530.03,One year,Electronic check,DSL,0,0
42,98.73,4216.71,Month-to-month,Bank transfer,Fiber optic,2,0
2,68.88,196.21,One year,Credit card,DSL,1,0
72,34.87,2711.78,Month-to-month,Mailed check,Fiber optic,1,0
32,94.15,3219.63,Month-to-month,Bank transfer,DSL,0,0
21,60.74,1118.53,Two year,Credit card,DSL,0,0
65,78.55,5148.7,Two year,Credit card,Fiber optic,2,0
54,53.81,2753.32,Two year,Bank transfer,No,1,1
54,111.11,5965.92,Month-to-month,Bank transfer,DSL,4,0
20,48.09,1019.64,Month-to-month,Credit card,Fiber optic,1,0
72,61.56,3819.06,Month-to-month,Credit card,Fiber optic,0,0
33,72.69,2832.67,Two year,Mailed check,No,2,0
38,42.7,1724.38,One year,Bank transfer,DSL,3,0
54,78.26,4118.97,Two year,Mailed check,Fiber optic,1,0
48,110.3,5641.22,Month-to-month,Credit card,No,2,0
12,57.74,630.32,Month-to-month,Electronic check,DSL,2,0
22,79.88,1781.18,One year,Electronic check,Fiber optic,0,0
26,18.0,380.32,Month-to-month,Mailed check,No,2,1
69,69.03,5060.21,Two year,Electronic check,DSL,1,0
52,62.17,3214.15,One year,Bank transfer,Fiber optic,2,0
26,49.54,1314.88,Month-to-month,Bank transfer,DSL,2,0
53,97.04,5359.6,Month-to-month,Credit card,Fiber optic,0,1
53,61.84,3383.05,Two year,Bank transfer,No,1,0
28,65.56,1825.98,One year,Bank transfer,Fiber optic,2,0
29,60.57,1956.41,One year,Bank transfer,Fiber optic,0,0
65,22.08,1892.1,One year,Electronic check,Fiber optic,0,0
41,41.7,1766.85,Month-to-month,Bank transfer,DSL,0,0
10,94.03,961.29,One year,Electronic check,DSL,2,1
52,18.0,966.71,Two year,Bank transfer,DSL,2,0
43,50.84,2422.09,Month-to-month,Credit card,DSL,1,0
37,60.01,2112.4,One year,Credit card,Fiber optic,1,1
52,113.59,5856.61,Month-to-month,Bank transfer,DSL,2,0
66,89.22,5611.46,Month-to-month,Mailed check,DSL,1,0
24,56.07,1132.6,Month-to-month,Credit card,Fiber optic,0,0
30,102.61,2985.18,Two year,Credit card,DSL,0,1
13,51.49,659.26,Month-to-month,Mailed check,DSL,4,0
47,95.23,4794.13,Month-to-month,Electronic check,DSL,5,0
29,36.03,1141.29,One year,Bank transfer,DSL,3,0
24,96.83,2159.78,Month-to-month,Bank transfer,Fiber optic,0,1
50,59.85,2861.3,One year,Credit card,Fiber optic,6,0
29,44.29,1531.79,Two year,Credit card,No,0,1
33,64.57,2333.65,Month-to-month,Electronic check,Fiber optic,1,0
32,76.93,2466.94,Month-to-month,Mailed check,Fiber optic,2,0
18,57.63,957.71,Two year,Credit card,No,1,0
9,83.85,957.13,Month-to-month,Mailed check,Fiber optic,1,0
60,55.43,3146.71,Month-to-month,Mailed check,Fiber optic,2,1
6,85.51,583.62,Two year,Mailed check,Fiber optic,1,0
23,81.06,2273.36,Two year,Mailed check,DSL,1,0
48,68.48,3323.86,One year,Bank transfer,DSL,0,0
9,58.97,391.08,Month-to-month,Mailed check,DSL,1,0
47,73.79,3541.93,Two year,Mailed check,Fiber optic,0,1
53,83.76,4354.48,One year,Mailed check,DSL,1,0
48,121.54,5583.22,One year,Electronic check,Fiber optic,2,1
22,93.49,2182.87,Two year,Credit card,No,1,0
1,94.4,295.61,One year,Credit card,Fiber optic,1,1
64,130.0,8264.04,Month-to-month,Mailed check,DSL,2,0
23,82.9,1838.77,Month-to-month,Electronic check,Fiber optic,3,1
58,82.12,4589.65,Month-to-month,Bank transfer,DSL,2,0
14,87.6,1199.42,Month-to-month,Bank transfer,No,1,1
11,44.78,391.31,Month-to-month,Bank transfer,Fiber optic,0,0
56,58.9,3116.55,Month-to-month,Bank transfer,Fiber optic,1,0
68,57.35,4240.1,Two year,Bank transfer,Fiber optic,0,0
62,86.19,5427.77,Month-to-month,Electronic check,Fiber optic,0,1
54,65.65,3647.9,Month-to-month,Electronic check,Fiber optic,3,0
18,73.46,1481.21,Month-to-month,Electronic check,DSL,2,1
66,97.19,6553.09,Month-to-month,Electronic check,DSL,3,0
48,91.58,4321.42,One year,Credit card,DSL,0,0
12,65.96,840.54,Month-to-month,Bank transfer,Fiber optic,2,0
9,53.25,430.83,Month-to-month,Bank transfer,No,0,1
63,98.38,6276.98,Two year,Bank transfer,Fiber optic,5,0
20,89.35,1848.45,Month-to-month,Electronic check,Fiber optic,2,0
55,29.84,1572.52,Month-to-month,Electronic check,No,1,1
10,62.17,382.44,Two year,Credit card,DSL,2,0
20,74.14,1509.08,Month-to-month,Mailed check,DSL,1,0
20,89.47,1752.65,One year,Bank transfer,No,1,0
20,92.75,1514.78,Two year,Credit card,No,0,0
49,77.1,3869.16,Two year,Electronic check,Fiber optic,3,0
66,84.63,5759.42,Month-to-month,Credit card,DSL,0,1
66,71.6,5180.93,One year,Bank transfer,No,1,0
54,53.15,2799.88,One year,Mailed check,Fiber optic,2,0
14,63.47,791.59,Month-to-month,Mailed check,Fiber optic,2,0
70,70.47,4733.54,Two year,Electronic check,DSL,0,0
39,69.13,2733.74,Month-to-month,Electronic check,Fiber optic,1,1
39,22.86,927.98,Two year,Electronic check,Fiber optic,3,0
51,60.06,2917.18,One year,Credit card,No,2,0
56,71.41,3967.2,Month-to-month,Electronic check,Fiber optic,1,0
69,62.97,3988.48,Month-to-month,Mailed check,Fiber optic,1,0
42,63.83,2847.58,Two year,Electronic check,Fiber optic,2,0
44,82.2,3478.07,Month-to-month,Mailed check,Fiber optic,1,0
54,43.03,2317.17,Month-to-month,Electronic check,Fiber optic,0,0
18,29.3,270.58,Month-to-month,Mailed check,DSL,3,1
22,61.3,1243.68,One year,Bank transfer,DSL,0,1
45,89.1,3959.3,Month-to-month,Credit card,Fiber optic,1,0
4,112.19,446.72,One year,Mailed check,DSL,1,0
23,89.55,2146.08,One year,Bank transfer,DSL,2,1
52,33.29,1990.29,Month-to-month,Bank transfer,No,1,0
71,64.19,4689.44,One year,Credit card,Fiber optic,1,1
37,76.42,3000.58,Month-to-month,Credit card,DSL,1,0
29,74.44,2419.05,Two year,Electronic check,DSL,0,0
32,83.48,2773.99,Two year,Bank transfer,Fiber optic,1,0
50,47.07,2347.08,Month-to-month,Credit card,Fiber optic,1,1
39,71.62,2974.96,Month-to-month,Mailed check,Fiber optic,2,0
1,80.51,273.65,Month-to-month,Bank transfer,Fiber optic,1,1
39,90.64,3651.77,Two year,Mailed check,DSL,1,0
29,49.86,1184.02,Month-to-month,Mailed check,Fiber optic,1,1
51,61.37,2978.46,One year,Electronic check,DSL,1,0
63,18.0,1084.53,Two year,Electronic check,Fiber optic,3,0
70,54.46,3952.77,Month-to-month,Bank transfer,DSL,0,0
44,56.89,2499.3,Month-to-month,Credit card,DSL,3,1
26,44.51,1361.91,Month-to-month,Bank transfer,DSL,1,0
32,74.14,2609.23,One year,Electronic check,No,1,0
12,68.6,1039.07,Month-to-month,Electronic check,DSL,1,1
68,18.0,1441.0,Two year,Bank transfer,DSL,4,0
61,75.39,4411.99,Month-to-month,Electronic check,DSL,3,0
62,46.79,2987.97,Month-to-month,Bank transfer,Fiber optic,1,0
23,82.14,1779.92,Two year,Credit card,Fiber optic,1,1
23,37.95,576.1,Two year,Electronic check,No,2,0
62,70.75,4334.77,One year,Bank transfer,Fiber optic,1,0
39,62.92,2692.37,One year,Credit card,Fiber optic,1,1
51,77.58,4039.39,Month-to-month,Mailed check,Fiber optic,2,0
35,73.12,2922.32,One year,Credit card,DSL,1,0
32,63.62,2067.77,Month-to-month,Credit card,No,2,0
46,31.59,1893.89,Month-to-month,Mailed check,No,1,0
59,33.07,1983.07,Two year,Mailed check,DSL,1,0
24,55.4,1333.71,One year,Bank transfer,Fiber optic,2,0
59,69.79,3887.5,Month-to-month,Bank transfer,DSL,3,0
17,54.79,1131.4,Month-to-month,Mailed check,Fiber optic,0,0
29,85.63,2392.9,Two year,Electronic check,Fiber optic,2,1
66,63.02,4042.82,Month-to-month,Bank transfer,No,0,0
69,45.87,3395.97,Month-to-month,Electronic check,DSL,0,0
67,63.05,4432.67,Month-to-month,Electronic check,Fiber optic,1,0
23,75.65,1943.64,Month-to-month,Electronic check,Fiber optic,2,0
61,78.12,4700.25,Month-to-month,Mailed check,DSL,3,0
68,116.96,7944.07,Two year,Electronic check,Fiber optic,3,0
71,53.28,3771.91,Month-to-month,Mailed check,Fiber optic,0,0
1,68.16,209.02,Month-to-month,Electronic check,Fiber optic,4,1
54,80.65,4634.91,One year,Mailed check,No,1,0
72,69.41,5064.11,Month-to-month,Credit card,DSL,0,0
55,57.48,3517.13,One year,Mailed check,DSL,0,0
17,31.27,693.06,One year,Bank transfer,DSL,1,0
55,57.23,3105.34,One year,Electronic check,DSL,1,0
7,43.16,451.27,One year,Electronic check,Fiber optic,1,1
35,26.83,1246.29,One year,Credit card,No,0,0
45,50.11,2614.55,One year,Bank transfer,Fiber optic,1,0
33,43.82,1659.79,One year,Electronic check,Fiber optic,3,0
51,84.59,4318.95,Month-to-month,Bank transfer,Fiber optic,0,0
17,85.03,1406.46,One year,Electronic check,DSL,2,0
44,47.4,2189.43,One year,Electronic check,Fiber optic,0,0
47,63.49,3285.55,Month-to-month,Mailed check,Fiber optic,2,0
46,23.54,1161.1,Two year,Bank transfer,DSL,2,0
21,57.64,1292.29,Month-to-month,Bank transfer,No,2,1
22,79.97,1768.69,Month-to-month,Credit card,Fiber optic,1,0
18,90.62,1572.2,Two year,Electronic check,DSL,4,0
33,52.17,1692.55,Month-to-month,Electronic check,Fiber optic,1,0
42,96.3,4068.82,Month-to-month,Bank transfer,Fiber optic,2,0
26,32.11,1144.06,Month-to-month,Credit card,Fiber optic,1,0
29,38.81,1082.32,Two year,Bank transfer,No,1,0
20,87.74,1764.3,Month-to-month,Bank transfer,Fiber optic,0,0
15,111.78,1520.9,One year,Electronic check,Fiber optic,4,0
47,82.34,3998.78,One year,Credit card,No,2,0
59,68.99,4316.5,One year,Credit card,Fiber optic,2,0
21,18.0,670.41,Two year,Bank transfer,Fiber optic,0,0
62,19.44,1241.81,Two year,Mailed check,DSL,1,0
41,73.24,3106.03,Month-to-month,Bank transfer,Fiber optic,1,0
12,61.05,704.94,Two year,Bank transfer,Fiber optic,2,0
26,42.35,1196.25,Month-to-month,Credit card,DSL,1,1
0,71.64,56.51,Month-to-month,Electronic check,Fiber optic,0,0
2,72.88,156.24,Month-to-month,Bank transfer,DSL,0,1
24,93.61,2271.45,One year,Bank transfer,DSL,2,0
33,73.42,2504.04,Month-to-month,Mailed check,Fiber optic,1,0
58,100.71,5788.22,One year,Credit card,DSL,3,0
9,70.2,588.15,Month-to-month,Electronic check,Fiber optic,2,0
61,67.12,4401.44,Month-to-month,Electronic check,Fiber optic,4,0
17,96.61,2130.23,Month-to-month,Credit card,DSL,3,1
10,45.54,238.6,Two year,Electronic check,DSL,3,0
51,130.0,6403.3,Month-to-month,Mailed check,Fiber optic,0,0
56,79.38,4273.07,Month-to-month,Mailed check,DSL,2,0
44,79.52,3480.32,Month-to-month,Bank transfer,Fiber optic,6,0
8,83.13,826.26,Month-to-month,Electronic check,Fiber optic,4,1
8,116.93,1041.85,One year,Mailed check,Fiber optic,1,0
28,89.81,2545.72,Month-to-month,Credit card,Fiber optic,1,0
32,29.87,1051.16,Month-to-month,Mailed check,No,1,0
72,105.09,7441.67,Two year,Bank transfer,DSL,0,0
20,61.48,1185.61,Month-to-month,Credit card,No,1,0
14,72.68,1013.89,Month-to-month,Bank transfer,Fiber optic,0,0
69,38.02,2338.13,One year,Credit card,Fiber optic,0,0
11,83.16,705.67,One year,Credit card,DSL,3,0
1,53.72,0.0,One year,Bank transfer,DSL,0,0
30,72.5,2312.67,Month-to-month,Credit card,No,3,0
29,62.9,1868.19,Month-to-month,Bank transfer,DSL,3,0
